,duration,followers,start_time,title,viewers,views,end_time
253,7.2,178,2018-12-11 00:04:00,"Naaahhh, nah nah nah nahh nah nah - Reroll Katamari Damacy",4257,11943,2018-12-11 07:16:00
254,8.2,649,2018-12-09 00:21:00,Choose your own Nickelodeon Flash Game Bloons TD 5Flash,5178,21079,2018-12-09 08:33:00
255,4.0,407,2018-12-07 01:27:00,Game Awards Super Bingo The Game Awards,6793,14997,2018-12-07 05:27:00
256,6.3,250,2018-12-06 00:06:00,Just 4 Fun Just Cause 4,4319,14034,2018-12-06 06:24:00
257,6.4,1263,2018-12-02 23:58:00,The Green Screen Movie Night Just Chatting,11406,28554,2018-12-03 06:22:00
258,1.9,148,2018-12-01 23:13:00,Red Dead 2 On The Internet Red Dead Redemption 2,2893,5187,2018-12-02 01:07:00
259,5.5,128,2018-11-30 23:15:00,Jackpox Porta Party Park 5 The Jackbox Party Pack 5,4242,11058,2018-12-01 04:45:00
260,6.7,316,2018-11-28 23:11:00,The Lawless Land of RDR2 Online Red Dead Redemption 2,4023,17366,2018-11-29 05:53:00
261,6.6,213,2018-11-27 23:57:00,"Zoo Tycoon 2 (Ultimate Edition, so I am allowed to play today) Red Dead Redemption 2Zoo Tycoon 2",3783,14696,2018-11-28 06:33:00
262,4.5,646,2018-11-26 00:36:00,Jermania 2018 WWE 2K19,9057,21406,2018-11-26 05:06:00
263,6.6,184,2018-11-21 23:00:00,Full Motion Quiet Man Hitman 2The Quiet Man,3153,13568,2018-11-22 05:36:00
264,6.5,268,2018-11-19 00:03:00,Deltarune is the Undertale sequel I think Deltarune,3938,13019,2018-11-19 06:33:00
265,4.2,298,2018-11-16 23:14:00,The Green Screen Stream Special Events,4674,12656,2018-11-17 03:26:00
266,5.0,111,2018-11-15 23:31:00,Hit Man 2 Too Hitman 2,3323,8635,2018-11-16 04:31:00
267,6.6,168,2018-11-14 22:59:00,Hit Man Too Hitman 2,3565,10849,2018-11-15 05:35:00
268,6.9,242,2018-11-13 23:20:00,Perfect Criminal Record Thief Simulator,4140,14898,2018-11-14 06:14:00
269,9.2,161,2018-11-10 23:00:00,Hanging out Just ChattingNintendo Labo Vehicle Kit,3084,13609,2018-11-11 08:12:00
270,4.7,35,2018-11-10 00:11:00,[Error STOP 0x05278] Unknown -Title Error (LA Noire) L.A. Noire,2260,5446,2018-11-10 04:53:00
271,6.8,115,2018-11-08 23:14:00,LA Mystery Meat L.A. Noire,2740,10527,2018-11-09 06:02:00
272,7.6,158,2018-11-06 22:37:00,"Bart Simpson Chalkboard (I won't fall off the horse, I wont fall off the horse, I won't fall off the horse) Red Dead Redemption 2",2363,9560,2018-11-07 06:13:00
273,8.9,245,2018-11-05 21:38:00,RDR2 - Bein a Busy Buzzy Bee Red Dead Redemption 2,2805,14212,2018-11-06 06:32:00
274,7.3,236,2018-11-04 21:26:00,Lethal League BBall Lethal League BlazeRed Dead Redemption 2,3907,19576,2018-11-05 04:44:00
275,6.9,120,2018-11-01 21:49:00,Red D---ZRRRTT ead Redempt---RRRRR ion 2 Red Dead Redemption 2,3029,10943,2018-11-02 04:43:00
276,0.5,10,2018-10-30 01:53:00,jerma985's mobile stream Just Chatting,2632,0,2018-10-30 02:23:00
277,2.2,36,2018-10-26 21:41:00,"New Western Game w/ Action+ RPG Elements? Checkin it out, first impressions Red Dead Redemption 2",2917,4680,2018-10-26 23:53:00
278,1.5,82,2018-10-25 23:55:00,Landing in Vegas Just ChattingTravel & Outdoors,4538,5540,2018-10-26 01:25:00
279,0.3,3,2018-10-06 11:03:00,jerma985's mobile stream Travel & Outdoors,1789,0,2018-10-06 11:21:00
280,7.0,434,2018-09-30 21:37:00,Until They Turn Us Off BloodborneGrand Theft Auto VJust ChattingL.A. NoireMinecraftPeggle 2,5030,25760,2018-10-01 04:37:00
281,2.9,16,2018-09-28 20:09:00,The Gamer V Portable Games + Demos,2339,6148,2018-09-28 23:03:00
282,6.6,212,2018-09-25 19:10:00,Defective Detective IRLL.A. Noire,2952,11049,2018-09-26 01:46:00
283,1.4,36,2018-09-24 21:38:00,Defective IRLL.A. Noire,2850,6239,2018-09-24 23:02:00
284,5.3,97,2018-09-21 22:49:00,Definitive Audio - Oblivion in a bit IRLThe Elder Scrolls IV: Oblivion,2939,9865,2018-09-22 04:07:00
285,6.3,113,2018-09-18 22:14:00,Obliviate MagiStank The Elder Scrolls IV: Oblivion,3011,10646,2018-09-19 04:32:00
286,7.2,213,2018-09-17 22:55:00,Oblivious The Elder Scrolls IV: Oblivion,3549,16749,2018-09-18 06:07:00
287,4.7,34,2018-09-14 23:40:00,Doc Schols Immortal: Unchained,2340,6903,2018-09-15 04:22:00
288,8.2,244,2018-09-12 21:12:00,Scott Spindlemin (Peter Parker is his fake actor name) Marvel's Spider-Man,2823,14629,2018-09-13 05:24:00
289,6.0,178,2018-09-11 19:32:00,My Favorite Ice Cream Truck Character Marvel's Spider-Man,3011,11848,2018-09-12 01:32:00
290,6.2,251,2018-09-10 23:15:00,"The swinging, the motion, it's just incredible, the motion involved, the swinging around, nothing like swinging around new york. Marvel's Spider-Man",3434,14056,2018-09-11 05:27:00
291,6.7,237,2018-09-08 22:22:00,The Doctor is In(competent) IRLTwo Point Hospital,3426,14429,2018-09-09 05:04:00
292,1.8,37,2018-08-29 20:14:00,Short Get The Yeti Stream Bigfoot,2568,3753,2018-08-29 22:02:00
293,2.1,13,2018-08-28 20:25:00,Short Hangout Stream Games + Demos,2629,3558,2018-08-28 22:31:00
294,5.7,219,2018-08-24 22:41:00,Mutant House The Sims 4,3659,10444,2018-08-25 04:23:00
295,6.3,229,2018-08-23 23:04:00,"Simulating People, Monsters, and Aliens The Sims 4",4242,13149,2018-08-24 05:22:00
296,7.4,153,2018-08-18 22:31:00,Turning into a Cardboard Robot Nintendo Labo Robot Kit,3337,13485,2018-08-19 05:55:00
297,5.5,111,2018-08-17 21:51:00,DEA Drug Busts Total Overdose,2772,10658,2018-08-18 03:21:00
298,7.5,147,2018-08-15 21:36:00,Urban Runner [Old FMV Game] Urban Runner,2985,13729,2018-08-16 05:06:00
299,3.4,57,2018-08-12 23:11:00,A Blind Legend Games + Demos,2909,8300,2018-08-13 02:35:00
